cardID,bigint1
107152,500935733601421
107153,481919323939654
107154,314920757674037
107155,214274904368587
107156,214162326119500
107157,269298914040501
107158,341428530962887
107159,215054050731467
107160,262246520290372
107161,270634921157063
107162,88938357143910
107163,354518699501799
107164,89017381886004
107165,394299902748236
107166,269042933758016
107167,132719025462347
107168,535227122798108
107169,282318879040155
107170,132500663510123
107171,226057423707821
107172,482028596110529
107173,205202313242758
107174,464033742229326
107175,486551936996901
107176,251588633300766
107177,387732425885580
107178,533155967455669
107179,409753076161960
107180,445891059541925
107181,465135403996571
107182,93431837762301
107183,132679516424756
107184,214299566694061
107185,532788313609127
107186,73459982814424
107187,355570805001452
107188,407676526601804
107189,75381442521069
107190,227211441228994
107191,547890642298968
107192,548411525719452
107193,360429832117432
107194,356917918067075
107195,417397952531974
107196,493249533318807
107197,126054227832120
107198,294709611927759
107199,264852563831884
107200,508372647161961
107201,336326215443367
107202,375550764397580
107203,411050014694577
107204,546307680521236
107205,227731134231652
107206,212161906748699
107207,306928272369260
107208,289294868923267
107209,23566423432515
107210,285046494104035
107211,251278400778706
107212,91390402388705
107213,353212168251618
107214,550278226596103
107215,544851468505219
107216,287864517334572
107217,390076560128582
107218,373591497257316
107219,265692257348681
107220,353784637970786
107221,360397904834785
107222,368186815265088
107223,46768108070606
107224,356000027400740
107225,355991469632617
107226,440878225952090
107227,23496647840519
107228,23496378063751
107229,126737960416156
107230,133398033889433
107231,60903971961154
107232,41833786078832
107233,247027385437719
107234,260155995007716
107235,194099133271838
107236,269440956279090
107237,260139338316860
107238,471190046280261
107239,260095577205522
107240,225095585657061
107241,462517813635652
107242,247946900516201
107243,217204889800160
107244,202895742017519
107245,216159963788969
107246,155688591314823
107247,279431699417491
107248,269109885349468
107249,541012483362195
107250,277236002047685
107251,203047694380256
107252,559413543383748
107253,468015358549911
107254,470940054940952
107255,469869739881568
107256,514934824870803
107257,557229461565637
107258,542855369203732
107259,486401163951557
107260,541665249524889
107261,276029123243409
107262,533860900382228
107263,544430109406535
107264,116533425779976
107265,217552866784912
107266,457918515018764
107267,261014974945937
107268,467951141767313
107269,534092183090625
107270,124192849015912
107271,74198564441904
107272,74543841375259
107273,381852696293951
107274,30067410940602
107275,120599609428030
107276,84360925687603
107277,308883421431269
107278,108623338724166
107279,266192757208109
107280,223723449972745
107281,344904808771334
107282,131722390580315
107283,361231193576403
107596,63214843896487
107597,309421294541717
107598,348048687024787
107599,155471006393140
107600,451028061004698
107601,448793579037207
107602,148922257344013
107603,38891985989811
107604,67461282257185
107605,210528769546360
107606,56046869625144
107607,382981751882673
107608,16204279728655
107609,444884846489612
107610,14458119972669
107611,159180664973647
107612,480469511170348
107613,58017550218143
107614,457926393591748
107666,442165424803419
107876,488345195825424
107877,461826973174375
108421,498632875224942
108589,421690295217457
108591,35807347302143
108592,126669917225716
108593,411381031374131
108594,541808216568009
108595,428533971312773
108596,364354422374824
108597,533036785035294
108598,507576258988572
108599,181321637364343
108600,127675049783489
108601,136516484750991
108602,55020448296919
108603,229856353655699
108604,383792338010644
108605,266215297214003
108606,493883637701856
108607,266481751918056
108608,540479342318452
108609,364138653717565
108610,170865009707846
108611,512640333251741
108612,120100413387275
108613,224935015566873
108614,67013983221938
108615,198073032014256
108616,555182622657712
108617,268081312435733
108618,498678035819084
108619,554725277091719
108620,447110711698375
108621,459652137422398
108622,397823681963082
108623,359056389493219
108624,376716883925209
108625,329248022927953
108626,109346768968818
108627,61828326693049
108628,115806399782514
108629,330211837505714
108635,327703620430429
108636,320007196326501
108637,339081126717543
108638,410033701293281
108645,554481841871930
108646,257389298137426
108647,475509746634959
108648,277509316557852
110406,407514049706174
110407,389897585957687
110408,277677355084888
110409,534977277954148
110410,225999158969964
110411,293289198142052
110412,556290010538113
110413,182294107593260
110414,344864645867665
110415,534136131201138
110416,90765915966407
110417,420146995039321
110422,376050587388823
110423,277678380441265
110424,247987488742297
110425,216387149420693
110426,297435607459404
110427,499827128257612
110428,216382373153550
110429,374542817970839
110430,283189467327817
110431,231883310227661
110432,110513951334167
110433,282087975394231
111278,236627601908378
111279,502310813182043
111280,529802601831824
111504,533825892154488
111505,293112651902016
111506,286052655626425
111507,510868264766621
111508,348051436550933
111509,328294557482067
111510,371184019918492
111511,499338330942794
111512,528458206604504
111513,498676422940919
111514,500026757117974
111515,371796049032812
111516,125924307512796
111517,126309188312747
111518,504214318396182
111519,219417112631537
111520,535279783719012
111521,308843372115538
111522,77649189638471
111523,499851470968852
111524,297785568868706
111525,497645885415758
111526,166632708559972
111527,499794658146579
111528,499884002985423
111529,71140704603034
111530,89660518054549
111531,267188103422386
111532,427578836724055
111533,220456249927390
111534,306649982933334
111535,359281666756430
111536,499809797490887
111537,301889959452907
111538,217291362726758
111539,104502252882896
111540,214292430281784
111541,394231430489180
111542,447213892229140
111543,360381101837404
111544,394689393926212
111545,513342062922829
111546,534969500776532
111547,335264380535837
111548,22284873873593
111549,506364038992807
111550,543847150836146
111551,455451523452111
111552,490988104787532
111553,482036149951012
111554,70502084573561
111555,442043197234508
111556,504424971512850
111557,87588421863677
111558,232685438832090
111559,389980137328404
111560,223751857166034
111561,315829215053974
111562,389926170823548
111563,239459865889001
111564,211396831468525
111565,260109503449569
111566,540431845191565
111567,81540662814393
111568,544087422403367
111569,468673054428313
111570,486658945255569
111571,472624964055654
111572,471455757809748
111573,113889326419176
111574,71433602862645
111592,412896807226226
111593,390084147161037
111594,377053170671117
111595,500883785148332
111596,407668551076178
111597,405596522048600
111598,390247357365352
111599,411934742957918
111600,367852074582992
111601,500883817504445
111602,404101000361576
111603,390205607855080
111604,306262187539044
111605,385401786552017
111606,403061421433283
111607,407659097180189
111608,390205332546381
111609,363168958003283
111610,289204419259498
111611,359492687640624
111612,421021870463243
111613,538249919363233
111614,355552651982392
111615,281116533261409
111616,539815320357257
111617,214984842705572
111618,320263061737278
111619,303214726246855
111620,496728701873729
111621,284906580435782
111622,260155165665495
111623,422804532079414
111624,233696259743175
111625,473151489493173
111626,262239935031746
111627,332185844756037
111628,261907327640263
111629,436376399835309
111630,258818108606661
111631,276068611285446
111632,472915339184709
111633,182887431851342
111634,178329112958542
111635,273387695041882
111636,468708026518354
111637,279911763436123
111638,482174961443776
111639,467059766044236
111640,473105084031558
111641,325016760125304
111642,98421661883293
111643,107834639578835
113530,230144047819166
113531,186155141771805
113659,195971496266253
113660,127447957883250
113661,515403651296860
113662,411407811913925
113663,400785261935155
113664,559157668752206
113665,429416137008670
113666,528598317231192
113667,398384933960020
113668,435995522624129
113669,247139055467236
113670,40101838267043
113671,146849530690486
113672,306450888728140
113673,297551543421395
113674,509670935804274
113675,505883536489648
113676,275882495124544
113677,227174128509125
113678,495706491456689
113679,376924367817542
113680,395476304629524
113681,253502074810594
113682,343946759203030
113683,371450443027880
113684,256091108976709
113685,332349373130563
113686,481484510766154
113687,117663072987121
113688,407786880785369
113689,500165208453740
113690,360154900749410
113691,561460733024372
113692,535346334684085
113693,411780302393208
113694,372619424853112
113695,429012379001452
113696,530802586361412
113697,434038846155925
113698,357938786600766
113699,544039449176386
113700,495628818007725
113701,368918492141664
113702,390144253111634
113703,264852567648006
113704,483997850160259
113705,364589809796722
113706,522905983031408
113707,399033032774797
113708,355739760504091
113709,391181583163617
113710,358231113637388
113711,453115719194774
113712,543747615924416
113713,258129741695687
113714,530808731024496
113715,273645414848541
113716,400269824022935
113717,473155672411676
113718,261736539790419
113719,543211874199232
113720,204851067271392
113721,469720628348678
113722,472520651205107
113723,260156559603219
113724,473397068443225
113725,468087989472796
113726,254282629094936
113727,486109065719368
113728,261979623946329
113729,486280904170694
113730,468724171196625
113731,473912809377240
113732,377355348937754
113733,119242373619504
113734,132917541084402
113735,134634393509465
113736,345740676374067
113737,125770707132146
113738,117043346169712
113739,136008789269964
113740,418034653126345
113741,126389132140178
113742,494278101793332
113743,357939126512021
113744,549358072840932
113745,426094832258632
113746,390092949491212
113747,123977443609644
113748,475681289735487
113749,78714745087096
113750,499760706266118
113751,328020585032753
113752,216110123064894
113753,235910158097528
113754,378124769496892
113755,104382889734995
113756,548543165385526
113757,367804297047505
113758,358159411184707
113759,496771873377294
113760,395339627248744
113761,373592076651790
113762,360488036612192
113763,353930606066042
113764,27373110275325
113765,373591980268600
113766,216099595823861
113767,108609780196456
113768,146833027686823
113769,193845625044292
113770,187497486966665
113771,194920645255298
113772,119318858689380
113773,354532222610187
113774,465149666168943
114004,273336470544726
114005,96406930497864
114006,304622338428278
114007,200661492607447
114008,195269257563256
114009,473345459153248
114010,535260574865718
114011,103415403461362
114012,167201354383054
114013,84332169071004
114014,407571393293520
114015,403138667769312
114525,424743052087911
114526,531365671869546
115598,466967477011302
116005,372751242552260
116779,90940186184756
116999,424934838081077
117266,174957725399848
117267,123995111285900
117268,199348378326043
117269,199312981001523
117270,319257426979177
117271,461029501856432
117272,332058797246200
117273,334841929053816
117274,2026166504221
117275,499033396536969
117276,458901262099977
117277,437422389859177
117278,546552115221201
117279,288006663345061
117478,503619018591127
117479,251025377823821
117480,98694811867417
117512,367946906760134
117513,247025337031116
117514,358653082492364
117515,530142357980315
117516,87040861992216
117517,262324482156129
117518,530553078982087
117519,494235365566454
117520,288146734264049
117521,531152855525197
117599,357112230982067
117600,530331889046183
117601,261772676991429
117698,241375359654068
117699,269992751379001
117700,463595090260665
117701,216096633478072
117702,499705388483000
117703,319689459758054
117764,371769004467249
117765,352538486127998
117766,530573746452544
117767,508576078015898
117768,374846899923278
117769,521739099529925
117770,356839152282313
117771,533869320083765
117772,500957341617708
117773,219418006400092
117774,498745401432112
117775,429692844085088
117776,219694875544007
117777,130516142389602
117778,395304936346836
117779,500961634950200
117780,482330570136660
117781,13259334625742
117782,128532772826345
117783,90908768579937
117784,499846633949255
117785,543251271326054
117786,264885117822020
117787,359436359834777
117788,268175762794929
117789,420765473458608
117790,288887697321306
117791,544013611312994
117792,407812652698428
117793,376776956917088
117794,412210964470552
117795,367645848001224
117796,268070846007365
117797,390082063819977
117798,509679925758145
117799,237003198996800
117800,382248223376846
117801,389790959383009
117802,438279990601155
117803,119005108970994
117804,391167493999676
117805,376924332458087
117806,424606304226324
117807,534965437310025
117808,371505204181044
117809,542673651633297
117810,259034012886217
117811,219758054353081
117812,354685610701610
117813,90707766216648
117814,354415291340986
117815,301640614882379
117816,548405841109096
117835,495715359463466
117836,543464599589163
117837,15833933582474
117838,473517374988321
117839,231811084993951
117840,355722313082831
117841,285146889861482
117842,214987532198080
117843,496487396355084
117844,537336691857707
117845,496736809717276
117846,355506214156394
117847,442603137633976
117848,287058659630757
117849,252932543795089
117850,477395847858804
117851,247154266111181
117852,224971401735377
117853,277631064466637
117854,81807343417834
117855,259614606936342
117856,539397317357664
117857,260073639756685
117858,246794787101756
117859,461835483449956
117860,212072482262362
117861,534103465036817
117862,257865796177346
117863,473163765664598
117864,176840670465241
117865,468880759464645
117866,541574372568597
117867,207382950093703
117868,468719953033413
117869,459728925105234
117870,470149988757987
117871,227967889450573
117872,470337757243504
117873,474444784523505
117874,187248198592077
117875,260465294373073
117876,485748232529225
117877,191714682276303
117878,208415579874769
117879,486108998608594
117880,472932938578113
117881,473156188759490
117882,472847318830163
117883,468415013255748
117884,389239863193842
117885,371032620211482
117886,487535076973260
117887,75827348180022
117888,207537411762430
117889,410926483555142
117890,411330983289895
117891,430701110792455
117892,120162491170438
117893,82099137612581
117894,9890287295796
117895,475817007001418
117896,48985366192377
118331,494926164631769
118332,290057044499178
118333,465978803024074
118334,372436603372486
118335,163261168813905
118336,102931390007655
118337,394951275128953
118338,392477371967597
118339,377177577147036
118340,337590729499356
118342,387824584793056
118404,369825162112231
118775,330670885022915
118795,468204956009298
118796,319257696181096
118797,305007757498360
118798,262255245289922
118799,262255245289922
118800,134634397702707
118801,134634397702707
118802,134634397702707
118803,134634397702707
118804,134634397702707
118805,134634397702707
118806,134634397702707
118807,134634397702707
118808,134634397702707
118809,134634397702707
118810,542623118281014
118811,542623118281014
118812,363756536083014
118813,231467220655281
118814,231467220655281
118815,512943972097356
118816,512943972097356
118817,543730167503120
118818,543730167503120
118819,522296130710628
118820,398533363243062
118821,537116055165748
118822,537116055165748
118823,242552262944849
118824,535527040621765
118825,332185844756037
118826,464458241062724
118827,468793910139200
118828,66224962886403
118829,66224962886403
118830,66224962886403
118831,66224962886403
118832,66224962886403
118833,66224962886403
118834,66224962886403
118835,66224962886403
118836,66224962886403
118837,66224962886403
118838,66224962886403
118839,504424775487004
118840,482329595900996
118841,482329595900996
118842,359089656620376
118843,359089656620376
118844,499758576682060
118845,499758576682060
118846,429477791035618
118847,429477791035618
118848,389807446275265
118849,389807446275265
118850,499090536079687
118851,508573974790599
118852,468740776693568
118853,517618906107085
118854,499827341200404
118855,499827341200404
118856,464391683748676
118857,464391683748676
118858,459752279035797
118859,493620235888853
118860,541823352155400
118861,361600612358174
118862,130949713016306
118863,217373868059998
118864,360120243875170
118865,376811575761010
118866,376751338125424
118867,437816266745799
118868,509705297224327
118869,91532890937648
118870,104276112775536
118871,497773697330385
118872,394893256350951
118873,511004631328493
118874,392092209244313
118875,390222593329492
118882,358837674256187
119012,265776895539570
120076,254894972245633
120114,336508046908393
120115,462409474041269
120150,95315241302930
120151,433918589584295
120152,429788461361318
120153,495704712088644
120154,229350150114582
120155,541270246805822
120156,180747917735524
120157,470372438288785
120697,113507935713319
120698,70268908086613
120699,198833483713900
120700,472035798408018
120701,399333177912824
120702,336866551587535
120703,319175294897147
120704,367297479256349
120705,499771318413853
120706,325718626617854
120707,284716298197236
120990,265588315401078
120991,534968559040608
120992,358007906776297
120993,499234619816390
120994,323620037790399
120995,548300275325494
120996,500868399902542
120997,77534070631857
120998,370018196815004
120999,499370944769556
121000,103476561045336
121001,270738602336611
121002,530605193194714
121003,411832033414676
121004,372243095397205
121005,284255526014684
121006,288723379711176
121007,213063112076396
121008,360191949822002
121009,306144081225826
121010,429246606773711
121011,464978667712157
121012,85801028758343
121013,429006936415028
121014,534970544655638
121015,77749543723076
121016,534968762583185
121017,77960609321060
121018,534934139583584
121019,499314947223604
121020,430540983725255
121021,508644814663748
121022,172115385722691
121125,219486020909154
121126,500945826636943
121127,557020889237699
121128,530880121998878
121129,278765157374388
121130,554911766700228
121131,532735247387995
121132,130456571231464
121133,324105807556544
121134,237146921641449
121135,236977289198048
121136,390219926219871
121137,140218269066448
121138,394342566421236
121139,407806264232401
121140,552664454948553
121141,368967950945475
121183,391215925988501
121184,491108211378373
121185,496476999273619
121186,254845333840194
121187,359297899767828
121188,508640598298118
121189,398968575537571
121190,78919588673081
121191,372934639219296
121192,356131969835618
121193,293653318353610
121194,360383139098691
121195,100318579865800
121196,207470740081457
121197,529943249725730
121198,505357431100705
121199,491247831144481
121200,557321577761827
121201,557334794395912
121202,562439224166825
121203,549625262573753
121204,495338513908669
121205,356120662535304
121206,373729231974496
121207,500883818163546
121208,64430069348678
121209,285146495163142
121210,157560568570209
121211,236461729133189
121212,196111979897163
121213,271047228765593
121214,224979822899526
121215,542690778702983
121216,249322542927472
121217,537399700360243
121218,194354167625836
121219,260090757990803
121220,224954678144193
121221,224966597027527
121222,250152382508126
121223,469616447360339
121224,466747173566308
121225,491847474744989
121226,543456344193249
121227,466781796984782
121228,260053252336728
121229,258472696237588
121230,261943233223728
121231,360902130138952
121232,212372934832909
121233,227512167045124
121234,243920665376272
121235,123889123073209
121236,95189168435901
121237,150426107257469
121238,218205401543440
121239,383202227609966
121240,213945600769212
121363,303678249474363
121364,478657269110791
121391,357796249411981
121392,441896906414271
121393,113507935713319
121394,213078923595233
121395,359825245608357
121396,349069264599521
121772,348241376551750
121946,129626535694950
121947,438537974262682
121948,389249403576166
121949,33144387730648
121950,349674823705317
121952,353523833175072
121953,11118475971446
121954,258785241615452
121955,498738768779445
121963,77190349502714
123183,186493399186497
123184,278837893674387
123185,269703198388772
123186,537426353070669
123187,221050374713218
123188,207710018854997
123189,543160329361985
123190,273806199874693
123191,221393967654671
123192,512138667760197
123193,534625933439492
123194,253387722125890
123195,478807760105473
123196,262649646915905
123432,64490110342925
123433,297122244791084
123434,305852703964292
123435,367902877113189
123436,301079075137908
123437,130586380801905
123438,491503559271238
123439,59022311246859
123440,305490401720070
123441,89450977992088
123442,19085187423642
123443,498736709363953
123444,416310805539912
123445,482819154618438
123446,513850313528585
123447,47333741496685
123448,47402460973165
123449,186103563279525
123450,467501646850736
123453,497811748284848
123454,102054884933261
123455,117189671004534
123456,219384664154180
123457,473395964451045
123458,216353395557319
123459,54789433490649
123460,78402611394152
123461,559140688518185
123462,477624712043124
123463,488771881957558
123464,552663909689081
123465,217289828075975
123466,273233085064413
123467,219758050224187
123468,464184126722566
123469,429004290452677
123470,289032408674663
123471,539087698585420
123472,207568628410565
123473,60903955119434
123474,403018569010552
123475,305934522665137
123478,94100269070502
123479,360388763382186
123622,465424496822833
123623,370276350572265
123624,139209898531057
123625,349941437540163
123626,372587222081991
123627,389825618742551
123628,325669820672198
123629,403332355678694
123630,398833500037607
123631,297876518250814
123632,385210005400270
123633,349293859605736
123634,347623214294507
123636,412209688349534
123740,534471024876354
123741,4152663931915
124014,203330150338757
124015,209306776084153
124016,512413912430995
124017,346359990218580
124018,341033476731718
124019,404659754498390
124020,95892260776390
124021,494819185767411
124022,358521890372636
124023,350860224443109
124024,149829027550453
124025,322631942849658
124026,311623792780868
124027,280462320945815
124028,341961578506996
124029,94820841986575
124030,380439902224214
124031,310176411106515
124032,543194607200659
124033,490523960601542
124034,363062461683691
124035,62500770542039
124036,455479152073111
124037,22925201356364
124038,173764069013830
124039,185170082579910
124040,37549976311985
124041,56170016138291
124042,41247691220516
124043,447851546634647
124044,481625594857292
124045,30846722829428
124046,5956471274525
124047,491005385848388
124048,560759833455706
124049,279417743682382
124050,348137306513599
124051,488291366282300
124052,541132911847509
124053,345287768794887
124054,530138465624166
124055,560941034253404
124056,526700844199251
124057,341262572776605
124058,300793338717683
124059,81814936598893
124060,490382461740765
124061,244109446622685
124062,407979899271217
124063,302724733827638
124064,478426241624519
124065,337056596088162
124066,305681017779653
124067,341000014327258
124068,506367676425808
124069,303606565334430
124070,437642735726285
124071,336493800318774
124072,391467639613879
124073,64377748396815
124074,442048286980563
124075,376181177776311
124076,19085610758935
124077,450964415748324
124078,367424843130759
124079,288086608017092
124080,514656061522510
124081,525586044374684
124082,516790386717806
124083,358658248124606
124084,442044752967518
124085,427419798044734
124086,415942146652480
124087,530520135653318
124088,135841635868212
124089,260190234965427
124090,460186311139264
124091,251394317274501
124092,446457692806933
124093,134776386712246
124094,207417011919797
124095,416218192747283
124096,460185816469457
124097,473860658716224
124098,364631354038224
124099,278880974920244
124100,279843258722257
124101,403010898950225
124102,471283866464372
124103,280560736934349
124104,60522159693382
124105,130993872248006
124106,60624167509222
124107,58700956785735
124108,69283222412998
124109,130993875869282
124110,210150296411206
124111,418982838292051
124112,122198185024546
124113,218188884549224
124114,415220600487784
124115,299657115967607
124116,59193354822905
124117,366219913015596
124118,164481238774939
124119,230982755890577
124120,395224005423333
124121,398832177590962
124122,244452905671230
124123,406928162998887
124124,532899960528957
124125,514747289741853
124126,472829879868339
125037,330615455468103
125038,473945785780439
125039,326525752607332
125040,537648360787476
125041,389249020689611
125042,117104309604284
125043,256053215678360
125044,487480538800199
125045,468582156307174
125046,324105080467283
125047,392498332443914
125048,259988075629520
125049,328260235518663
125050,530192436432710
125051,292867939249359
125052,293543312723660
125053,332658145799111
125054,407668158598193
125055,473013513801349
125056,402473503992537
125057,297885001215424
125058,354908308720950
125059,466543572927681
125060,488909441833360
125061,468649701582053
125062,344117114883975
125063,396358654922179
125064,327916898356318
125065,19713373973707
125066,247157476632011
125067,398920336133394
125068,262147937343938
125069,262147937343938
125070,528371343609244
125071,260019631590801
125072,259950109952273
125073,396724575054180
125074,327777845720804
125075,256038865014066
125076,362459055188320
125077,341102167829960
125078,328535777257420
125079,103055158793952
125088,300612887163950
125089,99105610057966
125108,510028059094272
125109,430863297096976
125110,27460170838500
125111,132780280220764
125112,289021655459655
125113,473670658991172
125114,319803817245649
125115,64035563636695
125116,468512639231181
125117,491281851819457
125118,253376374851532
125119,60215868994012
125120,544482721998020
125121,474591104365380
125122,544005092651780
125123,262251145393812
125124,132436520491718
125125,118141721205331
125126,420219900644436
125127,557195124599120
125128,492327954129733
125129,556822533767829
125130,317635971157976
125131,319258631835473
125132,328280078208992
125133,33380644850674
125134,469822495117449
125135,474005857705664
125136,333123185462803
125137,293416355966802
125138,27447555419321
125139,130581510623217
125140,317747404222039
125141,530398567140723
125142,396826057920413
125143,442125964274703
125144,338758857428759
125145,288919387366215
125146,486298920737105
125147,487204299007498
125148,557744661521624
125150,136835062979266
125151,258811630869186
125152,306128412913091
125153,367670295407844
125154,354390256512047
125155,220769266240407
125156,310618107940700
125157,292867442109549
125158,491568705264793
125159,442224804172644
125160,354900281413578
125251,253087001783384
125252,545164595135787
125253,63923566191165
125254,95157891676408
125255,548016406961805
125256,555026119019148
125322,38909165251633
125562,52172701194464
125563,428671838292229
125564,255963883412665
125565,154521173471022
125566,262292098122925
125567,426091249902051
125568,199838011764438
125569,408113181406153
125655,399480395537099
125656,243485504860490
125657,67344142457090
125658,208337636579331
125659,120103715940371
125660,118138541857475
125731,512319872731603
125732,511563453498290
125733,441194692547507
125734,440867993520923
125735,441125725178835
125736,256831869766066
125737,414837001166270
125738,397313673010588
125739,312996476699848
125740,436685628558490
125741,317316786779099
125897,468573852700349
125898,100220819297814
126017,442471210031670
126018,541558382470117
126019,305843969804599
126020,336667322673607
126021,336666517503175
126022,385049487781989
126023,373017265092965
126024,98737501846540
126025,293610896701037
126027,16063147239488
126028,497846383650380
126029,508062609285959
126030,539729348572047
126031,398869533423952
126032,257840974352024
126034,296385825220714
126035,363751747957364
126036,483997569144977
